Most important phishing n_grams
2241. rse - freq: 29
2242. s.t - freq: 29
2243. s/e - freq: 29
2244. srf - freq: 29
2245. sur - freq: 29
2246. yz/ - freq: 29
2247. zo/ - freq: 29
2248. .ar - freq: 28
2249. //k - freq: 28
2250. /ea - freq: 28
2251. /pp - freq: 28
2252. 01b - freq: 28
2253. 029 - freq: 28
2254. 048 - freq: 28
2255. 05a - freq: 28
2256. 06a - freq: 28
2257. 0ee - freq: 28
2258. 106 - freq: 28
2259. 11f - freq: 28
2260. 1da - freq: 28
2261. 24e - freq: 28
2262. 278 - freq: 28
2263. 27b - freq: 28
2264. 294 - freq: 28
2265. 2db - freq: 28
2266. 2f2 - freq: 28
2267. 358 - freq: 28
2268. 371 - freq: 28
2269. 373 - freq: 28
2270. 380 - freq: 28
2271. 3ba - freq: 28
2272. 3f4 - freq: 28
2273. 429 - freq: 28
2274. 453 - freq: 28
2275. 460 - freq: 28
2276. 46c - freq: 28
2277. 4d6 - freq: 28
2278. 4d8 - freq: 28
2279. 532 - freq: 28
2280. 537 - freq: 28
2281. 541 - freq: 28
2282. 544 - freq: 28
2283. 56f - freq: 28
2284. 591 - freq: 28
2285. 596 - freq: 28
2286. 5b9 - freq: 28
2287. 5ba - freq: 28
2288. 5bf - freq: 28
2289. 5da - freq: 28
2290. 6/b - freq: 28
2291. 623 - freq: 28
2292. 662 - freq: 28
2293. 6a7 - freq: 28
2294. 70e - freq: 28
2295. 727 - freq: 28
2296. 72f - freq: 28
2297. 734 - freq: 28
2298. 761 - freq: 28
2299. 762 - freq: 28
2300. 789 - freq: 28
2301. 7ce - freq: 28
2302. 7e3 - freq: 28
2303. 7fd - freq: 28
2304. 828 - freq: 28
2305. 847 - freq: 28
2306. 884 - freq: 28
2307. 896 - freq: 28
2308. 8dc - freq: 28
2309. 8f1 - freq: 28
2310. 8f7 - freq: 28
2311. 932 - freq: 28
2312. 938 - freq: 28
2313. 95. - freq: 28
2314. 969 - freq: 28
2315. 99e - freq: 28
2316. 9b7 - freq: 28
2317. 9ed - freq: 28
2318. 9fd - freq: 28
2319. a/e - freq: 28
2320. a1e - freq: 28
2321. a6a - freq: 28
2322. a6b - freq: 28
2323. aad - freq: 28
2324. ad3 - freq: 28
2325. ad8 - freq: 28
2326. an. - freq: 28
2327. b11 - freq: 28
2328. b16 - freq: 28
2329. bb5 - freq: 28
2330. bd7 - freq: 28
2331. c09 - freq: 28
2332. c67 - freq: 28
2333. c71 - freq: 28
2334. cca - freq: 28
2335. cd5 - freq: 28
2336. cf/ - freq: 28
2337. ch. - freq: 28
2338. cod - freq: 28
2339. d&d - freq: 28
2340. d10 - freq: 28
2341. d33 - freq: 28
2342. d3b - freq: 28
2343. d43 - freq: 28
2344. d73 - freq: 28
2345. d76 - freq: 28
2346. d90 - freq: 28
2347. da9 - freq: 28
2348. db8 - freq: 28
2349. df1 - freq: 28
2350. e/m - freq: 28
2351. e/y - freq: 28
2352. e17 - freq: 28
2353. e7b - freq: 28
2354. e84 - freq: 28
2355. e87 - freq: 28
2356. ed- - freq: 28
2357. erp - freq: 28
2358. f45 - freq: 28
2359. f70 - freq: 28
2360. f77 - freq: 28
2361. f80 - freq: 28
2362. f89 - freq: 28
2363. fbe - freq: 28
2364. fe5 - freq: 28
2365. ff2 - freq: 28
2366. fin - freq: 28
2367. fsa - freq: 28
2368. gs/ - freq: 28
2369. h=7 - freq: 28
2370. hfs - freq: 28
2371. iva - freq: 28
2372. key - freq: 28
2373. lic - freq: 28
2374. ly. - freq: 28
2375. m.c - freq: 28
2376. m.l - freq: 28
2377. m/o - freq: 28
2378. nda - freq: 28
2379. nie - freq: 28
2380. nus - freq: 28
2381. owa - freq: 28
2382. pp/ - freq: 28
2383. r-s - freq: 28
2384. r/b - freq: 28
2385. r/w - freq: 28
2386. ral - freq: 28
2387. rd. - freq: 28
2388. rid - freq: 28
2389. rpa - freq: 28
2390. sim - freq: 28
2391. st/ - freq: 28
2392. t%2 - freq: 28
2393. t-o - freq: 28
2394. tia - freq: 28
2395. ton - freq: 28
2396. tw. - freq: 28
2397. u/m - freq: 28
2398. up. - freq: 28
2399. ve- - freq: 28
2400. w.r - freq: 28
2401. yse - freq: 28
2402. $1$ - freq: 27
2403. .cf - freq: 27
2404. .on - freq: 27
2405. /.c - freq: 27
2406. /be - freq: 27
2407. /dr - freq: 27
2408. /me - freq: 27
2409. /pu - freq: 27
2410. 079 - freq: 27
2411. 07a - freq: 27
2412. 08d - freq: 27
2413. 0af - freq: 27
2414. 0bb - freq: 27
2415. 0bd - freq: 27
2416. 0f1 - freq: 27
2417. 0f5 - freq: 27
2418. 13f - freq: 27
2419. 141 - freq: 27
2420. 165 - freq: 27
2421. 16b - freq: 27
2422. 1df - freq: 27
2423. 1fa - freq: 27
2424. 208 - freq: 27
2425. 229 - freq: 27
2426. 270 - freq: 27
2427. 272 - freq: 27
2428. 274 - freq: 27
2429. 293 - freq: 27
2430. 30c - freq: 27
2431. 332 - freq: 27
2432. 345 - freq: 27
2433. 347 - freq: 27
2434. 368 - freq: 27
2435. 3e3 - freq: 27
2436. 427 - freq: 27
2437. 42c - freq: 27
2438. 437 - freq: 27
2439. 47f - freq: 27
2440. 4a5 - freq: 27
2441. 4ad - freq: 27
2442. 5.f - freq: 27
2443. 511 - freq: 27
2444. 51c - freq: 27
2445. 51d - freq: 27
2446. 555 - freq: 27
2447. 571 - freq: 27
2448. 5aa - freq: 27
2449. 5de - freq: 27
2450. 5e1 - freq: 27
2451. 64a - freq: 27
2452. 665 - freq: 27
2453. 688 - freq: 27
2454. 69d - freq: 27
2455. 6db - freq: 27
2456. 703 - freq: 27
2457. 720 - freq: 27
2458. 721 - freq: 27
2459. 741 - freq: 27
2460. 747 - freq: 27
2461. 750 - freq: 27
2462. 773 - freq: 27
2463. 786 - freq: 27
2464. 78e - freq: 27
2465. 7b2 - freq: 27
2466. 7d2 - freq: 27
2467. 801 - freq: 27
2468. 815 - freq: 27
2469. 85a - freq: 27
2470. 868 - freq: 27
2471. 97d - freq: 27
2472. 981 - freq: 27
2473. 990 - freq: 27
2474. 9da - freq: 27
2475. =12 - freq: 27
2476. a1b - freq: 27
2477. a4d - freq: 27
2478. au/ - freq: 27
2479. b03 - freq: 27
2480. b1c - freq: 27
2481. b1d - freq: 27
2482. b31 - freq: 27
2483. b69 - freq: 27
2484. b8f - freq: 27
2485. bde - freq: 27
2486. be0 - freq: 27
2487. c02 - freq: 27
2488. c2b - freq: 27
2489. c3c - freq: 27
2490. c52 - freq: 27
2491. c56 - freq: 27
2492. c99 - freq: 27
2493. caf - freq: 27
2494. d0d - freq: 27
2495. d13 - freq: 27
2496. d21 - freq: 27
2497. d52 - freq: 27
2498. d5a - freq: 27
2499. d62 - freq: 27
2500. d6a - freq: 27
2501. d6f - freq: 27
2502. d81 - freq: 27
2503. d83 - freq: 27
2504. dc6 - freq: 27
2505. dcf - freq: 27
2506. do/ - freq: 27
2507. ds/ - freq: 27
2508. e-p - freq: 27
2509. e11 - freq: 27
2510. e20 - freq: 27
2511. e31 - freq: 27
2512. e3d - freq: 27
2513. e5b - freq: 27
2514. e7a - freq: 27
2515. e81 - freq: 27
2516. eca - freq: 27
2517. eco - freq: 27
2518. ed9 - freq: 27
2519. edd - freq: 27
2520. ef4 - freq: 27
2521. emo - freq: 27
2522. epl - freq: 27
2523. f5d - freq: 27
2524. f65 - freq: 27
2525. f6f - freq: 27
2526. fae - freq: 27
2527. fc4 - freq: 27
2528. fd9 - freq: 27
2529. fe7 - freq: 27
2530. ff9 - freq: 27
2531. ger - freq: 27
2532. ido - freq: 27
2533. imi - freq: 27
2534. l.r - freq: 27
2535. l.s - freq: 27
2536. lat - freq: 27
2537. ll- - freq: 27
2538. m/f - freq: 27
2539. n-i - freq: 27
2540. n=6 - freq: 27
2541. n=8 - freq: 27
2542. o.i - freq: 27
2543. o/y - freq: 27
2544. oin - freq: 27
2545. oks - freq: 27
2546. owe - freq: 27
2547. p?s - freq: 27
2548. ru/ - freq: 27
2549. s/r - freq: 27
2550. shi - freq: 27
2551. src - freq: 27
2552. ssl - freq: 27
2553. tb/ - freq: 27
2554. tp/ - freq: 27
2555. uty - freq: 27
2556. voi - freq: 27
2557. z/p - freq: 27
2558. zza - freq: 27
2559. //l - freq: 26
2560. /mu - freq: 26
2561. 018 - freq: 26
2562. 01c - freq: 26
2563. 02b - freq: 26
2564. 03d - freq: 26
2565. 080 - freq: 26
2566. 0d8 - freq: 26
2567. 101 - freq: 26
2568. 10e - freq: 26
2569. 159 - freq: 26
2570. 15e - freq: 26
2571. 17a - freq: 26
2572. 17f - freq: 26
2573. 1b3 - freq: 26
2574. 1c1 - freq: 26
2575. 276 - freq: 26
2576. 2b5 - freq: 26
2577. 2c7 - freq: 26
2578. 2d1 - freq: 26
2579. 2eb - freq: 26
2580. 2f4 - freq: 26
2581. 30d - freq: 26
2582. 32f - freq: 26
2583. 336 - freq: 26
2584. 35c - freq: 26
2585. 38d - freq: 26
2586. 38e - freq: 26
2587. 3aa - freq: 26
2588. 3b6 - freq: 26
2589. 3be - freq: 26
2590. 3d5 - freq: 26
2591. 41b - freq: 26
2592. 45d - freq: 26
2593. 471 - freq: 26
2594. 4a0 - freq: 26
2595. 4d1 - freq: 26
2596. 4e6 - freq: 26
2597. 553 - freq: 26
2598. 5e9 - freq: 26
2599. 5f5 - freq: 26
2600. 60a - freq: 26
2601. 644 - freq: 26
2602. 66e - freq: 26
2603. 67a - freq: 26
2604. 685 - freq: 26
2605. 710 - freq: 26
2606. 722 - freq: 26
2607. 739 - freq: 26
2608. 775 - freq: 26
2609. 780 - freq: 26
2610. 807 - freq: 26
2611. 830 - freq: 26
2612. 83b - freq: 26
2613. 83d - freq: 26
2614. 865 - freq: 26
2615. 872 - freq: 26
2616. 890 - freq: 26
2617. 89a - freq: 26
2618. 8a7 - freq: 26
2619. 8a9 - freq: 26
2620. 8be - freq: 26
2621. 8e1 - freq: 26
2622. 919 - freq: 26
2623. 924 - freq: 26
2624. 952 - freq: 26
2625. 963 - freq: 26
2626. 985 - freq: 26
2627. 9ab - freq: 26
2628. 9af - freq: 26
2629. 9ea - freq: 26
2630. a11 - freq: 26
2631. a23 - freq: 26
2632. a33 - freq: 26
2633. a7b - freq: 26
2634. aab - freq: 26
2635. abd - freq: 26
2636. ac7 - freq: 26
2637. ad2 - freq: 26
2638. ads - freq: 26
2639. ae4 - freq: 26
2640. aee - freq: 26
2641. afa - freq: 26
2642. an/ - freq: 26
2643. ar/ - freq: 26
2644. b0a - freq: 26
2645. b13 - freq: 26
2646. b98 - freq: 26
2647. bbe - freq: 26
2648. bc3 - freq: 26
2649. bd5 - freq: 26
2650. be9 - freq: 26
2651. bf1 - freq: 26
2652. bsc - freq: 26
2653. bus - freq: 26
2654. c19 - freq: 26
2655. c51 - freq: 26
2656. c87 - freq: 26
2657. c89 - freq: 26
2658. ce2 - freq: 26
2659. cf3 - freq: 26
2660. d5b - freq: 26
2661. d7d - freq: 26
2662. d99 - freq: 26
2663. dia - freq: 26
2664. dwa - freq: 26
2665. e.p - freq: 26
2666. e22 - freq: 26
2667. e23 - freq: 26
2668. e82 - freq: 26
2669. e9a - freq: 26
2670. eat - freq: 26
2671. eau - freq: 26
2672. ecr - freq: 26
2673. edr - freq: 26
2674. ela - freq: 26
2675. ele - freq: 26
2676. enc - freq: 26
2677. eni - freq: 26
2678. ezz - freq: 26
2679. f3d - freq: 26
2680. f4d - freq: 26
2681. f55 - freq: 26
2682. f5e - freq: 26
2683. fba - freq: 26
2684. fea - freq: 26
2685. ff7 - freq: 26
2686. hed - freq: 26
2687. l/c - freq: 26
2688. l/z - freq: 26
2689. lie - freq: 26
2690. mas - freq: 26
2691. n=0 - freq: 26
2692. ndo - freq: 26
2693. nec - freq: 26
2694. nsf - freq: 26
2695. o.k - freq: 26
2696. ock - freq: 26
2697. own - freq: 26
2698. p?a - freq: 26
2699. pco - freq: 26
2700. pl/ - freq: 26
2701. poi - freq: 26
2702. px? - freq: 26
2703. rof - freq: 26
2704. s/g - freq: 26
2705. seo - freq: 26
2706. sts - freq: 26
2707. tim - freq: 26
2708. tri - freq: 26
2709. uni - freq: 26
2710. zaw - freq: 26
2711. &ap - freq: 25
2712. -mo - freq: 25
2713. -of - freq: 25
2714. .fe - freq: 25
2715. .jp - freq: 25
2716. .la - freq: 25
2717. .mu - freq: 25
2718. .pr - freq: 25
2719. .ro - freq: 25
2720. /ha - freq: 25
2721. /no - freq: 25
2722. 00a - freq: 25
2723. 00e - freq: 25
2724. 027 - freq: 25
2725. 032 - freq: 25
2726. 040 - freq: 25
2727. 041 - freq: 25
2728. 05d - freq: 25
2729. 0d3 - freq: 25
2730. 0fe - freq: 25
2731. 1/l - freq: 25
2732. 116 - freq: 25
2733. 11d - freq: 25
2734. 150 - freq: 25
2735. 1ca - freq: 25
2736. 1d2 - freq: 25
2737. 212 - freq: 25
2738. 237 - freq: 25
2739. 248 - freq: 25
2740. 25d - freq: 25
2741. 271 - freq: 25
2742. 2ad - freq: 25
2743. 2b4 - freq: 25
2744. 2cf - freq: 25
2745. 304 - freq: 25
2746. 30e - freq: 25
2747. 31f - freq: 25
2748. 329 - freq: 25
2749. 331 - freq: 25
2750. 356 - freq: 25
2751. 370 - freq: 25
2752. 3a1 - freq: 25
2753. 3ae - freq: 25
2754. 3d2 - freq: 25
2755. 4.1 - freq: 25
2756. 412 - freq: 25
2757. 434 - freq: 25
2758. 455 - freq: 25
2759. 480 - freq: 25
2760. 4c4 - freq: 25
2761. 522 - freq: 25
2762. 529 - freq: 25
2763. 57c - freq: 25
2764. 58f - freq: 25
2765. 590 - freq: 25
2766. 594 - freq: 25
2767. 5a4 - freq: 25
2768. 5ad - freq: 25
2769. 5be - freq: 25
2770. 5ea - freq: 25
2771. 602 - freq: 25
2772. 61c - freq: 25
2773. 61f - freq: 25
2774. 638 - freq: 25
2775. 663 - freq: 25
2776. 664 - freq: 25
2777. 678 - freq: 25
2778. 679 - freq: 25
2779. 67f - freq: 25
2780. 6a4 - freq: 25
2781. 6dc - freq: 25
2782. 6f3 - freq: 25
2783. 715 - freq: 25
2784. 778 - freq: 25
2785. 7c9 - freq: 25
2786. 7da - freq: 25
2787. 7df - freq: 25
2788. 7f7 - freq: 25
2789. 806 - freq: 25
2790. 80e - freq: 25
2791. 813 - freq: 25
2792. 838 - freq: 25
2793. 852 - freq: 25
2794. 877 - freq: 25
2795. 885 - freq: 25
2796. 88a - freq: 25
2797. 8a1 - freq: 25
2798. 900 - freq: 25
2799. 908 - freq: 25
2800. 923 - freq: 25
2801. 926 - freq: 25
2802. 961 - freq: 25
2803. 976 - freq: 25
2804. 98a - freq: 25
2805. 9e0 - freq: 25
2806. =pa - freq: 25
2807. ?n= - freq: 25
2808. a.h - freq: 25
2809. a/2 - freq: 25
2810. a/3 - freq: 25
2811. a00 - freq: 25
2812. a06 - freq: 25
2813. a0c - freq: 25
2814. a0d - freq: 25
2815. a4f - freq: 25
2816. a5c - freq: 25
2817. a5e - freq: 25
2818. a9e - freq: 25
2819. aaa - freq: 25
2820. abb - freq: 25
2821. ae3 - freq: 25
2822. aym - freq: 25
2823. b00 - freq: 25
2824. b43 - freq: 25
2825. b89 - freq: 25
2826. bed - freq: 25
2827. bee - freq: 25
2828. bra - freq: 25
2829. c6e - freq: 25
2830. c7f - freq: 25
2831. c92 - freq: 25
2832. c98 - freq: 25
2833. c9c - freq: 25
2834. cb6 - freq: 25
2835. ccj - freq: 25
2836. cd2 - freq: 25
2837. cd3 - freq: 25
2838. cdc - freq: 25
2839. cdd - freq: 25
2840. ce5 - freq: 25
2841. cec - freq: 25
2842. cj. - freq: 25
2843. d14 - freq: 25
2844. d60 - freq: 25
2845. d96 - freq: 25
2846. d98 - freq: 25
2847. da2 - freq: 25
2848. db6 - freq: 25
2849. e/p - freq: 25
2850. e4e - freq: 25
2851. e66 - freq: 25
2852. eda - freq: 25
2853. elt - freq: 25
2854. etl - freq: 25
2855. f32 - freq: 25
2856. f3c - freq: 25
2857. fa3 - freq: 25
2858. fd3 - freq: 25
2859. fe2 - freq: 25
2860. ffd - freq: 25
2861. ge/ - freq: 25
2862. h=8 - freq: 25
2863. j.o - freq: 25
2864. l.o - freq: 25
2865. l/s - freq: 25
2866. l=p - freq: 25
2867. lse - freq: 25
2868. lub - freq: 25
2869. ml/ - freq: 25
2870. mul - freq: 25
2871. n=3 - freq: 25
2872. ne- - freq: 25
2873. now - freq: 25
2874. ot. - freq: 25
2875. ote - freq: 25
2876. pte - freq: 25
2877. r.p - freq: 25
2878. roz - freq: 25
2879. rts - freq: 25
2880. s-v - freq: 25
2881. te= - freq: 25
2882. tel - freq: 25
2883. tht - freq: 25
2884. til - freq: 25
2885. tlo - freq: 25
2886. top - freq: 25
2887. ty/ - freq: 25
2888. und - freq: 25
2889. uto - freq: 25
2890. x?n - freq: 25
2891. y.p - freq: 25
2892. &.r - freq: 24
2893. .du - freq: 24
2894. /.r - freq: 24
2895. /sm - freq: 24
2896. 0%2 - freq: 24
2897. 007 - freq: 24
2898. 015 - freq: 24
2899. 056 - freq: 24
2900. 087 - freq: 24
2901. 0c5 - freq: 24
2902. 0d0 - freq: 24
2903. 0f0 - freq: 24
2904. 114 - freq: 24
2905. 118 - freq: 24
2906. 134 - freq: 24
2907. 142 - freq: 24
2908. 14d - freq: 24
2909. 155 - freq: 24
2910. 157 - freq: 24
2911. 15c - freq: 24
2912. 176 - freq: 24
2913. 185 - freq: 24
2914. 18c - freq: 24
2915. 190 - freq: 24
2916. 1b2 - freq: 24
2917. 1c3 - freq: 24
2918. 1c7 - freq: 24
2919. 1ce - freq: 24
2920. 1e3 - freq: 24
2921. 1ee - freq: 24
2922. 1f6 - freq: 24
2923. 1f8 - freq: 24
2924. 2/c - freq: 24
2925. 20d - freq: 24
2926. 247 - freq: 24
2927. 265 - freq: 24
2928. 2b7 - freq: 24
2929. 2f5 - freq: 24
2930. 2f7 - freq: 24
2931. 326 - freq: 24
2932. 33d - freq: 24
2933. 346 - freq: 24
2934. 36d - freq: 24
2935. 376 - freq: 24
2936. 38f - freq: 24
2937. 3dc - freq: 24
2938. 3fd - freq: 24
2939. 436 - freq: 24
2940. 457 - freq: 24
2941. 46e - freq: 24
2942. 490 - freq: 24
2943. 4b5 - freq: 24
2944. 4cf - freq: 24
2945. 4f4 - freq: 24
2946. 51f - freq: 24
2947. 536 - freq: 24
2948. 559 - freq: 24
2949. 55a - freq: 24
2950. 585 - freq: 24
2951. 593 - freq: 24
2952. 5c0 - freq: 24
2953. 5c8 - freq: 24
2954. 5df - freq: 24
2955. 676 - freq: 24
2956. 6af - freq: 24
2957. 6f5 - freq: 24
2958. 706 - freq: 24
2959. 71c - freq: 24
2960. 751 - freq: 24
2961. 760 - freq: 24
2962. 7a2 - freq: 24
2963. 7aa - freq: 24
2964. 7bb - freq: 24
2965. 7c6 - freq: 24
2966. 7de - freq: 24
2967. 7f0 - freq: 24
2968. 803 - freq: 24
2969. 80d - freq: 24
2970. 827 - freq: 24
2971. 891 - freq: 24
2972. 892 - freq: 24
2973. 8bc - freq: 24
2974. 8d8 - freq: 24
2975. 8f5 - freq: 24
2976. 90e - freq: 24
2977. 90f - freq: 24
2978. 920 - freq: 24
2979. 922 - freq: 24
2980. 939 - freq: 24
2981. 942 - freq: 24
2982. 9ce - freq: 24
2983. _nl - freq: 24
2984. a03 - freq: 24
2985. a30 - freq: 24
2986. a31 - freq: 24
2987. a41 - freq: 24
2988. a53 - freq: 24
2989. a63 - freq: 24
2990. a94 - freq: 24
2991. aa0 - freq: 24
2992. adb - freq: 24
2993. ae5 - freq: 24
2994. awe - freq: 24
2995. b15 - freq: 24
2996. b28 - freq: 24
2997. b3b - freq: 24
2998. b3d - freq: 24
2999. b49 - freq: 24
3000. b56 - freq: 24
3001. b7f - freq: 24
3002. b97 - freq: 24
3003. b9b - freq: 24
3004. bd3 - freq: 24
3005. bf5 - freq: 24
3006. bf6 - freq: 24
3007. bff - freq: 24
3008. c/h - freq: 24
3009. c27 - freq: 24
3010. c28 - freq: 24
3011. c38 - freq: 24
3012. c76 - freq: 24
3013. c83 - freq: 24
3014. c8c - freq: 24
3015. ca4 - freq: 24
3016. cd8 - freq: 24
3017. cla - freq: 24
3018. d.x - freq: 24
3019. d/c - freq: 24
3020. d2c - freq: 24
3021. d40 - freq: 24
3022. d58 - freq: 24
3023. dae - freq: 24
3024. dc8 - freq: 24
3025. dd3 - freq: 24
3026. deb - freq: 24
3027. ded - freq: 24
3028. df3 - freq: 24
3029. dfe - freq: 24
3030. e/e - freq: 24
3031. e10 - freq: 24
3032. e26 - freq: 24
3033. e6a - freq: 24
3034. e6c - freq: 24
3035. e6f - freq: 24
3036. e71 - freq: 24
3037. e=& - freq: 24
3038. ea2 - freq: 24
3039. eab - freq: 24
3040. ee2 - freq: 24
3041. ee5 - freq: 24
3042. eor - freq: 24
3043. epc - freq: 24
3044. ezl - freq: 24
3045. f25 - freq: 24
3046. f28 - freq: 24
3047. f3. - freq: 24
3048. f36 - freq: 24
3049. f7d - freq: 24
3050. fb0 - freq: 24
3051. fda - freq: 24
3052. fdc - freq: 24
3053. ff8 - freq: 24
3054. fo. - freq: 24
3055. g/c - freq: 24
3056. han - freq: 24
3057. hou - freq: 24
3058. iz/ - freq: 24
3059. jod - freq: 24
3060. jp/ - freq: 24
3061. jus - freq: 24
3062. kr/ - freq: 24
3063. m/7 - freq: 24
3064. n=5 - freq: 24
3065. n=b - freq: 24
3066. nan - freq: 24
3067. ngs - freq: 24
3068. nl& - freq: 24
3069. ofi - freq: 24
3070. ozo - freq: 24
3071. p-d - freq: 24
3072. ppi - freq: 24
3073. q== - freq: 24
3074. ro/ - freq: 24
3075. rre - freq: 24
3076. saa - freq: 24
3077. sc_ - freq: 24
3078. sou - freq: 24
3079. ta. - freq: 24
3080. tk/ - freq: 24
3081. tte - freq: 24
3082. two - freq: 24
3083. uav - freq: 24
3084. upl - freq: 24
3085. va/ - freq: 24
3086. ves - freq: 24
3087. x=i - freq: 24
3088. x=n - freq: 24
3089. zle - freq: 24
3090. zo. - freq: 24
3091. -re - freq: 23
3092. .4. - freq: 23
3093. .am - freq: 23
3094. .at - freq: 23
3095. .c1 - freq: 23
3096. .de - freq: 23
3097. .tk - freq: 23
3098. /11 - freq: 23
3099. /63 - freq: 23
3100. /ce - freq: 23
3101. /er - freq: 23
3102. /ja - freq: 23
3103. /qu - freq: 23
3104. /va - freq: 23
3105. /vo - freq: 23
3106. 0&d - freq: 23
3107. 01f - freq: 23
3108. 025 - freq: 23
3109. 026 - freq: 23
3110. 052 - freq: 23
3111. 055 - freq: 23
3112. 058 - freq: 23
3113. 05c - freq: 23
3114. 073 - freq: 23
3115. 07c - freq: 23
3116. 07f - freq: 23
3117. 08e - freq: 23
3118. 091 - freq: 23
3119. 099 - freq: 23
3120. 0ac - freq: 23
3121. 0b0 - freq: 23
3122. 0cc - freq: 23
3123. 0e0 - freq: 23
3124. 0e1 - freq: 23
3125. 1&r - freq: 23
3126. 1.h - freq: 23
3127. 100 - freq: 23
3128. 109 - freq: 23
3129. 137 - freq: 23
3130. 14c - freq: 23
3131. 153 - freq: 23
3132. 16e - freq: 23
3133. 193 - freq: 23
3134. 1ab - freq: 23
3135. 1cd - freq: 23
3136. 1d3 - freq: 23
3137. 1e7 - freq: 23
3138. 210 - freq: 23
3139. 214 - freq: 23
3140. 283 - freq: 23
3141. 297 - freq: 23
3142. 2b6 - freq: 23
3143. 317 - freq: 23
3144. 338 - freq: 23
3145. 342 - freq: 23
3146. 344 - freq: 23
3147. 354 - freq: 23
3148. 35e - freq: 23
3149. 395 - freq: 23
3150. 3c1 - freq: 23
3151. 3c7 - freq: 23
3152. 3f9 - freq: 23
3153. 428 - freq: 23
3154. 42b - freq: 23
3155. 43f - freq: 23
3156. 456 - freq: 23
3157. 462 - freq: 23
3158. 484 - freq: 23
3159. 489 - freq: 23
3160. 49e - freq: 23
3161. 4c5 - freq: 23
3162. 4e7 - freq: 23
3163. 4fe - freq: 23
3164. 5&d - freq: 23
3165. 539 - freq: 23
3166. 58d - freq: 23
3167. 592 - freq: 23
3168. 5b5 - freq: 23
3169. 5b8 - freq: 23
3170. 5d8 - freq: 23
3171. 5db - freq: 23
3172. 5ef - freq: 23
3173. 603 - freq: 23
3174. 604 - freq: 23
3175. 628 - freq: 23
3176. 630 - freq: 23
3177. 699 - freq: 23
3178. 69f - freq: 23
3179. 6d7 - freq: 23
3180. 6e8 - freq: 23
3181. 6ec - freq: 23
3182. 7/b - freq: 23
3183. 71f - freq: 23
3184. 76f - freq: 23
3185. 79a - freq: 23
3186. 7c4 - freq: 23
3187. 7c7 - freq: 23
3188. 7cf - freq: 23
3189. 7d6 - freq: 23
3190. 7e5 - freq: 23
3191. 7fa - freq: 23
3192. 800 - freq: 23
3193. 840 - freq: 23
3194. 85e - freq: 23
3195. 861 - freq: 23
3196. 879 - freq: 23
3197. 880 - freq: 23
3198. 88e - freq: 23
3199. 8bb - freq: 23
3200. 8d6 - freq: 23
3201. 915 - freq: 23
3202. 92a - freq: 23
3203. 93d - freq: 23
3204. 944 - freq: 23
3205. 953 - freq: 23
3206. 96f - freq: 23
3207. 978 - freq: 23
3208. 983 - freq: 23
3209. 9bc - freq: 23
3210. 9bd - freq: 23
3211. 9c6 - freq: 23
3212. 9ff - freq: 23
3213. =-& - freq: 23
3214. a21 - freq: 23
3215. a22 - freq: 23
3216. a25 - freq: 23
3217. a3f - freq: 23
3218. a42 - freq: 23
3219. a62 - freq: 23
3220. a65 - freq: 23
3221. a6f - freq: 23
3222. a79 - freq: 23
3223. a7a - freq: 23
3224. a87 - freq: 23
3225. a92 - freq: 23
3226. a97 - freq: 23
3227. aa3 - freq: 23
3228. aeb - freq: 23
3229. aff - freq: 23
3230. b36 - freq: 23
3231. b55 - freq: 23
3232. b68 - freq: 23
3233. bae - freq: 23
3234. c08 - freq: 23
3235. c0f - freq: 23
3236. c35 - freq: 23
3237. c37 - freq: 23
3238. c3a - freq: 23
3239. c49 - freq: 23
3240. c5c - freq: 23
3241. c63 - freq: 23
3242. c66 - freq: 23
3243. c85 - freq: 23
3244. c91 - freq: 23
3245. cb1 - freq: 23
3246. cc7 - freq: 23
3247. cct - freq: 23
3248. cem - freq: 23
3249. cf9 - freq: 23
3250. ct/ - freq: 23
3251. d.4 - freq: 23
3252. d08 - freq: 23
3253. d1a - freq: 23
3254. d64 - freq: 23
3255. d65 - freq: 23
3256. d6c - freq: 23
3257. d70 - freq: 23
3258. d89 - freq: 23
3259. daa - freq: 23
3260. dbf - freq: 23
3261. dge - freq: 23
3262. dor - freq: 23
3263. e0e - freq: 23
3264. e3f - freq: 23
3265. e4c - freq: 23
3266. e55 - freq: 23
3267. e59 - freq: 23
3268. e72 - freq: 23
3269. e7e - freq: 23
3270. e89 - freq: 23
3271. eb1 - freq: 23
3272. ebe - freq: 23
3273. ed4 - freq: 23
3274. ee0 - freq: 23
3275. eeb - freq: 23
3276. f01 - freq: 23
3277. f1a - freq: 23
3278. f2e - freq: 23
3279. f31 - freq: 23
3280. fa4 - freq: 23
3281. fcb - freq: 23
3282. fee - freq: 23
3283. gal - freq: 23
3284. gea - freq: 23
3285. h=d - freq: 23
3286. ild - freq: 23
3287. in% - freq: 23
3288. ith - freq: 23
3289. l&l - freq: 23
3290. l/a - freq: 23
3291. ldf - freq: 23
3292. mbi - freq: 23
3293. n/e - freq: 23
3294. n_n - freq: 23
3295. oke - freq: 23
3296. otp - freq: 23
3297. rce - freq: 23
3298. rmi - freq: 23
3299. t.h - freq: 23
3300. tok - freq: 23
3301. up- - freq: 23
3302. ura - freq: 23
3303. wer - freq: 23
